OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
16152,3873dc49-d2b7-40c5-8413-797e386eea93,50047350,28/06/1/1/1/0031,Nigeria,NGA,Ondo,Akure North,0,Ilu-Abo,1,Kajola (Ilu Abo) Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.26553,5.32312,GRID3_EHEALTH,2024-11-11,5.32312000000007,7.26553000000007
16153,a30f380c-921b-492e-9608-72a79d56caca,21365433,28/06/1/1/1/0021,Nigeria,NGA,Ondo,Akure North,0,Ogbese,0,Agunla Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.19607,5.37296,GRID3_EHEALTH,2024-11-11,5.37296000000003,7.19607000000002
16154,5746e4ac-d5ed-481b-8cfb-eda1eeb32d31,42003386,28/06/1/1/1/0025,Nigeria,NGA,Ondo,Akure North,0,Osi/Igoba,0,Orojuda Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.30893,5.23023,GRID3_EHEALTH,2024-11-11,5.23023000000006,7.30893000000003
16155,544494d8-be0f-489c-8c71-073651a261e2,45144201,28/06/1/2/1/0001,Nigeria,NGA,Ondo,Akure North,0,Ayetoro,0,Iju Itaogbolu General Hospital,NHFR_2024,Public,Local Government,Secondary,General Hospital,7.38202,5.25721,GRID3_EHEALTH,2024-11-11,5.25721000000004,7.38202000000007
16156,4c56efed-5139-4081-bfd1-74ef22b1ae18,47528678,28/16/1/1/1/0021,Nigeria,NGA,Ondo,Akure North,0,Ilu-Abo,1,Eleyowo Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.27364,5.30498,GRID3_EHEALTH,2024-11-11,5.30498000000006,7.27364000000006
16157,9b01c70e-b4e2-4cb2-a1fc-6fc22380e87d,23889072,28/06/1/1/1/0022,Nigeria,NGA,Ondo,Akure North,0,Oke-Iju,0,Oke Iju Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.40024,5.26294,GRID3_EHEALTH,2024-11-11,5.26294000000007,7.40024000000005
16158,6d15c484-bb9e-4080-a31b-42e62dbf69fb,17504118,28/06/1/1/1/0027,Nigeria,NGA,Ondo,Akure North,0,Osi/Igoba,0,Ugele Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.28163,5.22714,GRID3_EHEALTH,2024-11-11,5.22714000000008,7.28163000000006
16159,5d52a98a-50b8-4827-a974-a7ab3a02dfbc,47311435,28/06/1/1/1/0014,Nigeria,NGA,Ondo,Akure North,0,Osi/Igoba,0,Isinigbo Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.31572,5.25548,GRID3_EHEALTH,2024-11-11,5.25548000000003,7.31572000000006
16160,736fcbbe-77b5-4ba8-a39e-ccda4f40772d,72107278,28/06/1/1/1/0009,Nigeria,NGA,Ondo,Akure North,0,Ayetoro,0,Iju Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.39136,5.25976,GRID3_EHEALTH,2024-11-11,5.25976000000003,7.39136000000008
16161,2a68ec88-7a06-4e16-9b80-b38c43b8baf3,17331523,28/07/1/1/1/0026,Nigeria,NGA,Ondo,Akure South,0,Oke-Aro,0,Oke Aro Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.24619,5.18304,GRID3_EHEALTH,2024-11-11,5.18304000000006,7.24619000000007
16162,cfa47e37-dfe7-4120-9ecd-cdc39b5e232e,34973796,28/07/1/1/2/0006,Nigeria,NGA,Ondo,Akure South,0,Ilisa,0,Nigeria Police Hospital,NHFR_2024,Private,Unknown,Primary,Unknown,7.23973,5.2052,GRID3_EHEALTH,2024-11-11,5.20520000000005,7.23973000000007
16163,a36f6f5c-08cf-41fa-aff2-3b8450898b54,49884196,28/07/1/1/1/0020,Nigeria,NGA,Ondo,Akure South,0,Irowo,1,Iloro Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.23946,5.18975,GRID3_EHEALTH,2024-11-11,5.18975000000006,7.23946000000007
16164,25c062ee-ec26-4d62-b34f-1956a8f5c794,31980740,28/07/1/1/1/0014,Nigeria,NGA,Ondo,Akure South,0,Ilisa,0,Esure Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.22,5.20463,GRID3_EHEALTH,2024-11-11,5.20463000000007,7.22000000000003
16165,35cb357e-a72c-485a-a98a-a4a53e4baa37,40615610,28/07/1/1/1/0017,Nigeria,NGA,Ondo,Akure South,0,Irowo,1,Igisogba Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.19252,5.20085,GRID3_EHEALTH,2024-11-11,5.20085000000006,7.19252000000006
16166,938403cf-d1f8-4cf7-83fc-43682e37fcb1,69335459,28/13/1/1/1/0009,Nigeria,NGA,Ondo,Odigbo,0,Ebijaw,1,Ebijaw Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.76408,4.96847,GRID3_EHEALTH,2024-11-11,4.96847000000002,6.76408000000004
16167,77943d6f-eabd-4833-813d-38bbf1410ab2,29937963,28/13/1/1/1/0027,Nigeria,NGA,Ondo,Odigbo,0,Ore 2,0,Mile 9 Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.73395,4.99185,GRID3_EHEALTH,2024-11-11,4.99185000000006,6.73395000000005
16168,81ab05c3-b5cd-46f7-aa89-3a951afbaff3,53379192,28/15/1/1/1/0004,Nigeria,NGA,Ondo,Ondo East,0,Fagbo,0,Fagbo Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.10179,4.9725,GRID3_EHEALTH,2024-11-11,4.97250000000003,7.10179000000005
16169,547f3a0e-94a5-4037-8c9d-a3051cfc1184,59808001,28/15/1/1/1/0005,Nigeria,NGA,Ondo,Ondo East,0,Asantan,0,Asantan Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.98312,4.95752,GRID3_EHEALTH,2024-11-11,4.95752000000005,6.98312000000004
16170,ac70bb73-93c2-4863-bfd3-537ef00f725a,51107334,28/17/1/2/1/0001,Nigeria,NGA,Ondo,Ose,0,Okeluse,0,Okeluse Cottage Hospital,NHFR_2024,Public,State Government,Secondary,Unknown,6.78043,5.58074,GRID3_EHEALTH,2024-11-11,5.58074000000005,6.78043000000002
16171,1c484ac0-6213-4cb1-a8e0-5209b9d185c3,84864164,28/18/1/1/1/0038,Nigeria,NGA,Ondo,Owo,0,Ipele,0,Ipele Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.13086,5.67369,GRID3_EHEALTH,2024-11-11,5.67369000000002,7.13086000000004
16172,6f1acd82-4caa-47e0-9920-e4deabde38fb,43390808,28/18/1/1/1/0018,Nigeria,NGA,Ondo,Owo,0,Uso / Emure,0,Amurin Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.26916,5.46671,GRID3_EHEALTH,2024-11-11,5.46671000000003,7.26916000000006
16173,486c100f-3025-45d2-bf65-5eb6ac1a209c,39404549,28/18/1/1/1/0023,Nigeria,NGA,Ondo,Owo,0,Uso / Emure,0,Uso Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.2797,5.42185,GRID3_EHEALTH,2024-11-11,5.42185000000006,7.27970000000005
16174,155c80cb-04cb-4166-a3e1-8ba1ffe802c1,59908080,28/18/1/1/1/0017,Nigeria,NGA,Ondo,Owo,0,Idasen,0,Ago Panu Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.27873,5.62302,GRID3_EHEALTH,2024-11-11,5.62302000000005,7.27873000000005
16175,c3f7c4c5-0fde-40e3-a297-2b4d5ee96f2a,41986839,28/18/1/1/1/0020,Nigeria,NGA,Ondo,Owo,0,Ijebu 1,0,Ijebu 1 Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.19123,5.59866,GRID3_EHEALTH,2024-11-11,5.59866000000005,7.19123000000008
16176,6478d73f-2010-44e7-acf3-efd73e2de1ff,24563575,28/18/1/1/1/0003,Nigeria,NGA,Ondo,Owo,0,Ehinogbe,0,Ehinogbe Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.18942,5.57662,GRID3_EHEALTH,2024-11-11,5.57662000000005,7.18942000000004
16177,d9cce4a2-5589-47bd-b9b4-0016b117d0a9,16712539,28/02/1/1/1/0006,Nigeria,NGA,Ondo,Akoko North East,0,Isowopo 1,0,Iboropa Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.53637,5.84772,GRID3_EHEALTH,2024-11-11,5.84772000000004,7.53637000000003
16178,8643a3dd-17f5-4767-a13b-88f946449881,64768462,28/02/1/1/1/0003,Nigeria,NGA,Ondo,Akoko North East,0,Isowopo 2,0,Auga Okeigbagbo Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.55817,5.91657,GRID3_EHEALTH,2024-11-11,5.91657000000004,7.55817000000008
16179,1ac11177-35ea-4d86-8f49-7aa6df6fcf30,50814843,28/02/1/1/1/0013,Nigeria,NGA,Ondo,Akoko North East,0,Ikado 2,0,Iyame Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.54838,5.76521,GRID3_EHEALTH,2024-11-11,5.76521000000002,7.54838000000007
16180,3055a649-d1bb-4bd6-a36b-4d4fad0cd15c,42826877,28/02/1/1/1/0009,Nigeria,NGA,Ondo,Akoko North East,0,Okeila,1,Ilepa Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.5226,5.75714,GRID3_EHEALTH,2024-11-11,5.75714000000005,7.52260000000007
16181,00c15ad4-9899-45c9-9f5b-9f5596506271,13526772,28/02/1/1/1/0016,Nigeria,NGA,Ondo,Akoko North East,0,Iyometa 2,0,Okegbe Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.52218,5.73942,GRID3_EHEALTH,2024-11-11,5.73942000000005,7.52218000000005
16182,e71ef3c0-eb9c-424d-894b-236aabfbfd1f,51631155,28/05/1/1/1/0019,Nigeria,NGA,Ondo,Akoko North West,0,Ogbagi,0,Ogbagi Model Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.57559,5.71456,GRID3_EHEALTH,2024-11-11,5.71456000000006,7.57559000000003
16183,c4662d28-7bdc-4966-8d4a-5bf6a0cdce50,56602030,28/05/1/1/1/0018,Nigeria,NGA,Ondo,Akoko North West,0,Arigidi 2,0,Imo Arigidi Basic Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.57383,5.79559,GRID3_EHEALTH,2024-11-11,5.79559000000006,7.57383000000004
16184,f7fccf50-60df-422b-8273-2e9d16a523d7,65225031,28/05/1/1/1/0015,Nigeria,NGA,Ondo,Akoko North West,0,Arigidi 1,0,Iye Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,7.59333,5.74935,GRID3_EHEALTH,2024-11-11,5.74935000000005,7.59333000000004
16185,8538a122-c373-4db2-b219-b99591410ab4,30327227,28/05/1/1/1/0006,Nigeria,NGA,Ondo,Akoko North West,0,Ese/Afin,0,Ese Basic Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.60933,5.6968,GRID3_EHEALTH,2024-11-11,5.69680000000005,7.60933000000006
16186,4740bfd5-d81c-4017-97df-aa95d943242c,26514598,28/05/1/1/1/0001,Nigeria,NGA,Ondo,Akoko North West,0,Arigidi 2,0,Agbaluku Arigidi Basic Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.55626,5.77892,GRID3_EHEALTH,2024-11-11,5.77892000000003,7.55626000000007
16187,e03ad7a4-d0f5-451b-9203-a6de60591f50,15550649,28/05/1/1/1/0002,Nigeria,NGA,Ondo,Akoko North West,0,Ajowa/Igasi/Gedegede,0,Gedegede Basic Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.63727,5.88152,GRID3_EHEALTH,2024-11-11,5.88152000000002,7.63727000000006
16188,d45d3814-cfd7-4eb7-96d6-95ec37fe9b9b,66376648,28/03/1/1/1/0018,Nigeria,NGA,Ondo,Akoko South East,0,Isua-Oke,0,Isua Oke Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.4537,5.90929,GRID3_EHEALTH,2024-11-11,5.90929000000006,7.45370000000003
16189,ece24c81-5d84-4224-95ab-1baa69d494b7,17502528,28/03/1/1/1/0013,Nigeria,NGA,Ondo,Akoko South East,0,Sosan,0,Sosan Isale Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.4053,5.92314,GRID3_EHEALTH,2024-11-11,5.92314000000005,7.40530000000007
16190,025b6c43-3909-4453-a13d-b56278143da6,14315556,28/03/1/2/1/0001,Nigeria,NGA,Ondo,Akoko South East,0,Ipe 2,0,Ipe General Hospital,NHFR_2024,Public,State Government,Secondary,General Hospital,7.42193,5.85025,GRID3_EHEALTH,2024-11-11,5.85025000000007,7.42193000000003
16191,5defd1cb-c3ab-40da-a901-cabef78b0815,61507992,28/03/1/1/1/0012,Nigeria,NGA,Ondo,Akoko South East,0,Isua-Oke,0,Oyara Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.45974,5.89268,GRID3_EHEALTH,2024-11-11,5.89268000000004,7.45974000000007
16192,2acca312-d68e-4a06-8b95-07285b94a0c6,48034448,28/03/1/1/1/0006,Nigeria,NGA,Ondo,Akoko South East,0,Ipe 2,1,Igbede Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.43866,5.85395,GRID3_EHEALTH,2024-11-11,5.85395000000005,7.43866000000003
16193,4926e6be-9890-4f82-916d-ae59bff5cced,70091522,28/03/1/1/1/0007,Nigeria,NGA,Ondo,Akoko South East,0,Ipe 2,0,Itoto Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.43144,5.85506,GRID3_EHEALTH,2024-11-11,5.85506000000004,7.43144000000007
16194,a95a9646-2aad-4d4e-a927-73f24c2a07a4,52171091,28/04/1/1/1/0024,Nigeria,NGA,Ondo,Akoko South West,0,Aiyegunle,0,Okia Ayegunle Primary Health Care Clinic,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.42428,5.72555,GRID3_EHEALTH,2024-11-11,5.72555000000006,7.42428000000007
16195,d9229239-ec52-4b70-8c6a-9a44738c6c5b,24653964,28/04/1/1/1/0016,Nigeria,NGA,Ondo,Akoko South West,0,Ikun,0,Ikun Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.37604,5.77679,GRID3_EHEALTH,2024-11-11,5.77679000000006,7.37604000000005
16196,81a33020-12a8-48e7-bbf0-80027deb9c05,26448551,28/04/1/2/1/0001,Nigeria,NGA,Ondo,Akoko South West,0,Owalusi,0,Iwaro Oka General Hospital,NHFR_2024,Public,Unknown,Secondary,General Hospital,7.44474,5.75374,GRID3_EHEALTH,2024-11-11,5.75374000000005,7.44474000000002
16197,d2742ad8-4cc0-4c33-a696-38985b74e4a2,29104916,28/04/1/1/1/0023,Nigeria,NGA,Ondo,Akoko South West,0,Akungba 2,0,Akungba Primary Health Care Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.45819,5.7285,GRID3_EHEALTH,2024-11-11,5.72850000000005,7.45819000000006
16198,52e37141-829f-4148-8708-2c791f86afcd,53355894,28/04/1/1/1/0014,Nigeria,NGA,Ondo,Akoko South West,0,Ikanmu,0,Ikanmu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.46346,5.81064,GRID3_EHEALTH,2024-11-11,5.81064000000003,7.46346000000005
16199,1cdd3e2e-3767-41f4-8632-29bb8ceb51b1,84128511,28/04/1/1/1/0010,Nigeria,NGA,Ondo,Akoko South West,0,Okia,0,Uba Primary Health Care Clinic,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.49221,5.81855,GRID3_EHEALTH,2024-11-11,5.81855000000007,7.49221000000006
16200,02035fe5-e8f3-4ba6-8bd4-630294e7abf2,21769403,28/04/1/1/1/0012,Nigeria,NGA,Ondo,Akoko South West,0,Agba,0,Agba Primary Health Care Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.47062,5.80373,GRID3_EHEALTH,2024-11-11,5.80373000000003,7.47062000000005
16201,13e62d2e-11e2-4bbb-9aee-a343917d8cfe,82606946,28/04/1/1/1/0011,Nigeria,NGA,Ondo,Akoko South West,0,Okia,0,Iroho Primary Health Care Clinic,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.45403,5.81309,GRID3_EHEALTH,2024-11-11,5.81309000000005,7.45403000000005
16202,eb470153-e798-4c84-bfab-619947eb4372,52982119,28/17/1/1/1/0013,Nigeria,NGA,Ondo,Ose,0,Idoani 2,0,Okeluju Basic Health Center,NHFR_2024,Public,State Government,Primary,Primary Health Center,7.30861,5.84244,GRID3_EHEALTH,2024-11-11,5.84244000000007,7.30861000000004
16203,3137adc2-f20e-41ac-bad5-e177b09b3c28,50270444,28/17/1/1/2/0001,Nigeria,NGA,Ondo,Ose,0,Ifon 2,1,Ifon Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.93649,5.76118,GRID3_EHEALTH,2024-11-11,5.76118000000002,6.93649000000005
16204,0d45c113-d6f9-4044-9c0a-6aa4e729a836,37890512,28/17/1/1/1/0002,Nigeria,NGA,Ondo,Ose,0,Imoru/Arinmogija,0,Arimogija Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.82504,5.70825,GRID3_EHEALTH,2024-11-11,5.70825000000002,6.82504000000006
16205,df24a9f6-1a7a-4f17-82be-09595a9db378,56518414,28/17/1/1/1/0005,Nigeria,NGA,Ondo,Ose,0,Ikaro/Elegbeka,0,Ikaro Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.94302,5.78103,GRID3_EHEALTH,2024-11-11,5.78103000000004,6.94302000000005
16206,2e4c00f9-cd77-4562-add3-8ab27c0ebd80,15675647,28/17/1/1/1/0006,Nigeria,NGA,Ondo,Ose,0,Ifon 1,0,Ifon Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.93007,5.77848,GRID3_EHEALTH,2024-11-11,5.77848000000006,6.93007000000006
16207,777c5ad9-96a0-417f-85ac-9431bc07218a,55543180,12/01/1/1/1/0021,Nigeria,NGA,Ondo,Akoko-Edo,1,Ibillo,1,Ikiran Oke Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.45613,5.9833,GRID3_EHEALTH,2024-11-11,5.98330000000004,7.45613000000003
16208,861020be-2646-4bc4-a965-3cf0534a6fe7,78477570,28/17/1/1/1/0004,Nigeria,NGA,Ondo,Ose,1,Afo,1,Ugbe Afo Basic Health Center,NHFR_2024,Public,State Government,Primary,Primary Health Center,7.365210457,5.801187652,GRID3_EHEALTH,2024-11-11,5.80118765200007,7.36521045700005
16209,a60bffb2-a706-4e48-aadf-2a0ce49a1aa6,63927086,28/08/1/1/1/0027,Nigeria,NGA,Ondo,Ese Odo,0,Apoi 3,0,Oboro Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.42914,4.88195,GRID3_EHEALTH,2024-11-11,4.88195000000007,6.42914000000007
16210,9cc0ca2a-cb78-4234-802f-ca523ac517b4,29029997,28/11/1/1/1/0033,Nigeria,NGA,Ondo,Ilaje,0,Etikan,0,Ode Etikan Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.2834,4.61348,GRID3_EHEALTH,2024-11-11,4.61348000000004,6.28340000000003
16211,0053365f-d2f1-4a8b-88dc-f2effdf792a0,83003481,28/11/1/1/1/0014,Nigeria,NGA,Ondo,Ilaje,0,Aheri,0,Enu Ama Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.32191,4.50326,GRID3_EHEALTH,2024-11-11,4.50326000000007,6.32191000000006
16212,c74413a5-2730-4aa4-b35d-21d863dc1dee,61836688,28/12/1/1/1/0010,Nigeria,NGA,Ondo,Irele,0,Iyansan/Omi,0,Iyansan Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.46346,5.11748,NHFR_2024,2024-11-11,5.11748000000006,6.46346000000005
16213,c3dff424-daf0-43c4-9f07-4eef07387e44,52764760,28/12/1/1/1/0016,Nigeria,NGA,Ondo,Irele,0,Iyansan/Omi,1,Omi Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.48057,4.88854,GRID3_EHEALTH,2024-11-11,4.88854000000003,6.48057000000006
16214,e74eecd9-7fa7-40f1-8ea8-44aa9af9d026,86536838,28/12/1/2/1/0001,Nigeria,NGA,Ondo,Irele,0,Irele 5,1,Lipanu Basic Health Center,NHFR_2024,Public,Unknown,Secondary,Primary Health Center,6.58698,4.8958,GRID3_EHEALTH,2024-11-11,4.89580000000007,6.58698000000004
16215,5b851049-03ab-4258-b626-c39df13c026d,32344913,28/14/1/1/1/0014,Nigeria,NGA,Ondo,Okitipupa,0,Ayeka,0,Igodan Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.49486,4.78973,GRID3_EHEALTH,2024-11-11,4.78973000000002,6.49486000000007
16216,59fb2c14-6ed8-4d2f-9254-3577d4dd5b2c,69656453,28/13/1/1/1/0021,Nigeria,NGA,Ondo,Odigbo,0,Ajue,0,Oloruntedo Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.90649,4.85324,GRID3_EHEALTH,2024-11-11,4.85324000000003,6.90649000000008
16217,ca740dea-4cb3-4737-b043-19efb783a3ec,56257679,28/15/1/1/1/0010,Nigeria,NGA,Ondo,Ondo East,0,Igba,0,Igba Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.13188,4.8843,GRID3_EHEALTH,2024-11-11,4.88430000000005,7.13188000000002
16218,50423de2-db1e-4796-9449-14f68ba09e97,31150811,28/16/1/1/1/0022,Nigeria,NGA,Ondo,Ondo West,0,Igunshin,0,Erinla Basic Health Clinic,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.96354,4.81496,GRID3_EHEALTH,2024-11-11,4.81496000000004,6.96354000000002
16219,7a50cb87-5e80-4c7a-878f-a7255c3fc22d,26336232,28/13/1/1/1/0020,Nigeria,NGA,Ondo,Odigbo,0,Ore 2,1,Olorunsogo Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.8935,4.78895,GRID3_EHEALTH,2024-11-11,4.78895000000006,6.89350000000007
16220,7750ac6e-a452-40e0-b545-73e57a4553a4,82262465,28/16/1/1/1/0001,Nigeria,NGA,Ondo,Ondo West,0,Laje,0,Ago Igbo Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.022786292,4.672602235,GRID3_EHEALTH,2024-11-11,4.67260223500006,7.02278629200003
16221,054f3a02-be7b-4254-839d-a115b21f7ffe,50424551,28/06/1/1/1/0031,Nigeria,NGA,Ondo,Akure North,0,Ogbese,1,Boolorunduro Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.26101,5.34632,GRID3_EHEALTH,2024-11-11,5.34632000000005,7.26101000000006
16222,0eb454db-9f50-4d85-a5be-1b5ef771affe,61821775,28/06/1/1/1/0016,Nigeria,NGA,Ondo,Akure North,0,Moferere,0,Moferere Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.39701,5.25597,GRID3_EHEALTH,2024-11-11,5.25597000000005,7.39701000000002
16223,176ade40-9337-43a2-966d-3f17cba1fa81,64004410,28/06/1/1/1/0005,Nigeria,NGA,Ondo,Akure North,0,Odo Oja,1,Oba'S Palace Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.36965,5.24938,GRID3_EHEALTH,2024-11-11,5.24938000000003,7.36965000000004
16224,d89e40f3-30d2-4564-a053-0cc882786864,55562852,28/07/1/1/1/0023,Nigeria,NGA,Ondo,Akure South,0,Aponmu,0,Iwoye Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,7.21489,5.11476,GRID3_EHEALTH,2024-11-11,5.11476000000005,7.21489000000003
16225,711c883f-3075-4d8a-8b7c-4840daf17068,45991530,28/07/1/1/1/0005,Nigeria,NGA,Ondo,Akure South,0,Oda,0,Araromi Aje Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.11299,5.27526,GRID3_EHEALTH,2024-11-11,5.27526000000006,7.11299000000002
16226,8b025fbb-0dc7-428c-927b-73ca7a324694,15644204,28/13/1/1/1/0036,Nigeria,NGA,Ondo,Odigbo,0,Ore 2,0,Mile 13 Basic Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.72715,5.05126,GRID3_EHEALTH,2024-11-11,5.05126000000007,6.72715000000005
16227,6d056d71-0d7b-42e0-8e26-f79adb4614ae,15406802,28/05/1/1/1/0008,Nigeria,NGA,Ondo,Akoko North West,0,Ikaram / Erusu,0,Ikaram Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.61447,5.8743,GRID3_EHEALTH,2024-11-11,5.87430000000006,7.61447000000004
16228,6fbb6887-058a-4cfb-b530-8fa6dc723a7e,53414420,28/03/1/1/1/0005,Nigeria,NGA,Ondo,Akoko South East,0,Ifira 3,0,Oke Ifira Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.38675,5.91325,GRID3_EHEALTH,2024-11-11,5.91325000000006,7.38675000000006
16229,2236f866-ff83-4435-9e24-2cfbca930093,48883876,28/16/1/1/1/0002,Nigeria,NGA,Ondo,Ondo West,0,Laje,0,Ajegunle Primary Health Care Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.087088785,4.647049643,GRID3_EHEALTH,2024-11-11,4.64704964300006,7.08708878500005
16230,01d68174-4d6d-4950-9b0f-f4b102b9ae96,72535307,22/12/1/2/1/0011,Nigeria,NGA,Kogi,Lokoja,0,Lokoja A,0,Nigerian Police Clinic,NHFR_2024,Public,Unknown,Secondary,Unknown,7.80739,6.73556,GRID3_EHEALTH,2024-11-11,6.73556000000002,7.80739000000005
16231,73908bb2-5750-4181-9dea-02a4b32d7e73,13888254,12/07/1/1/1/0005,Nigeria,NGA,Edo,Etsako Central,0,Ogbona,0,Ogbona Comprehensive Health Center,NHFR_2024,Public,Federal Government,Primary,Primary Health Center,7.11310550239,6.4402823445,GRID3_EHEALTH,2024-11-11,6.44028234500007,7.11310550200005
16232,b665c965-ee70-461b-b562-605ebecab543,20645149,14/16/1/1/2/0046,Nigeria,NGA,Enugu,Udi,0,Ukana/Awhum,0,Ukana Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.51041,7.40192,GRID3_EHEALTH,2024-11-11,7.40192000000008,6.51041000000004
